,name,count,capacity,freq,timings,formFactor,type,price,link
219,Kingston Fury Renegade Black KF432C16RB/8 ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16rb-8-rtl-pc4-25600-cl16-dimm-1560199/
220,Patriot Viper 3 PV38G160C0 ,1,8,1600,10-10-10-27,"DIMM, 240-pin",DDR3 ,1690,https://www.citilink.ru/product/modul-pamyati-patriot-viper-3-pv38g160c0-ddr3-8gb-1600-dimm-ret-390670/
221,AMD Radeon R7 Performance Series R748G2400S2S-UO ,1,8,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4 ,1590,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2400s2s-uo-ddr4-8g-1093006/
222,A-Data Premier AD4S26668G19-RGN ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-a-data-ad4s26668g19-rgn-rtl-pc4-25600-cl19-so-1839877/
223,Patriot Viper Elite II PVE2432G360C0K ,2,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-patriot-pve2432g360c0k-rtl-pc4-28800-cl20-d-1555011/
224,A-Data Premier AD4S26664G19-RGN ,1,4,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4s26664g19-rgn-rtl-pc4-25600-cl19-so-1839882/
225,Kingston Fury Renegade RGB KF436C16RB1A/16 ,1,16,3600,16-20-20,"DIMM, 288-pin",DDR4 ,4790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c16rb1a-16-rtl-pc4-28800-cl16-d-1560168/
226,Patriot Viper EliteII PVE248G266C6K ,2,4,2666,16-17-17-36,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-2x4gb-2666mhz-patriot-pve248g266c6k-viper-eliteii-rtl-pc4-1604398/
227,KIMTIGO KMTU8GF581600 ,1,8,1600,?,"DIMM, 240-pin",DDR3L,1590,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-kimtigo-kmtu8gf581600-rtl-pc4-21300-cl19-dimm-1830712/
228,KIMTIGO KMKU16GF682666 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmku16f682666-rtl-cl19-dimm-288-pin-1740205/
229,KIMTIGO KMKS8G8682666 ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,1900,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kimtigo-kmks8g8682666-rtl-cl19-so-dimm-260-pin-1740206/
230,Patriot Viper Steel PVS48G360C8 ,1,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-patriot-pvs48g360c8-rtl-pc4-28800-cl19-dimm-28-1521004/
231,Patriot Viper 4 Blackout PVB416G400C9K ,2,8,4000,19-21-21-41,"DIMM, 288-pin",DDR4 ,6190,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb416g400c9k-ddr4-2x-8gb-4000-1211056/
232,Patriot PSD34G13332 ,1,4,1333,?,"DIMM, 240-pin",DDR3 ,950,https://www.citilink.ru/product/modul-pamyati-patriot-psd34g13332-ddr3-4gb-1333-dimm-ret-386135/
233,Kingston Fury Impact KF426S16IB/16 ,1,16,2666,16-18-18,"SO-DIMM, 260-pin",DDR4 ,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426s16ib-16-rtl-pc4-21300-cl16-so-1561145/
234,Patriot Viper Elite II PVE2464G360C0K ,2,32,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,14990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-patriot-pve2464g360c0k-viper-elite-ii-rtl-p-1609210/
235,Hikvision HKED4161DAB1D0ZA1/16G ,1,16,2666,?,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-hikvision-hked4161dab1d0za1-16g-oem-pc4-21300-1848207/
236,Kingston Fury Beast KF548C38BB-32 ,1,32,4800,38-38-38,"DIMM, 288-pin",DDR5 ,10990,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-kingston-kf548c38bb-32-fury-beast-rtl-pc5-384-1769927/
237,AMD Radeon R7 Performance Series R744G2133U1S-UO ,1,4,2133,15-15-15-35,"DIMM, 288-pin",DDR4 ,1290,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2133u1s-uo-ddr4-4g-426170/
238,AMD Radeon R7 Performance Series R7416G2400S2S-UO ,1,16,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4 ,2990,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r7416g2400s2s-uo-ddr4-1-1126731/
239,Patriot Viper 4 Blackout PVB464G360C8K ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,14990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb464g360c8k-ddr4-2x-32gb-3600-1444915/
240,Kingston Fury Beast RGB KF426C16BB1AK2/32 ,2,16,2666,16-18-18,"DIMM, 288-pin",DDR4 ,8190,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-kingston-kf426c16bb1ak2-32-rtl-pc4-21300-cl-1560746/
241,Kingston VALUERAM KVR32N22D8/16 ,1,16,3200,22-22-22,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kvr32n22d8-16-rtl-pc4-25600-cl22-dim-1538451/
242,Silicon Power SP004GBLFU266N02 ,1,4,2666,?,"DIMM, 288-pin",DDR4 ,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-silicon-power-sp004gblfu266n02-rtl-pc4-21300-c-1840323/
243,Patriot Viper Steel PVS48G320C6K ,2,4,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,2390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g320c6k-ddr4-2x-4gb-3200-dimm-r-1210840/
244,KIMTIGO KMKU8G8682666 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kimtigo-kmku8g8682666-rtl-cl19-dimm-288-pin-1740202/
245,KINGSPEC KS3200D4N12032G ,1,32,3200,?,"SO-DIMM, 260-pin",DDR4 ,6190,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingspec-ks3200d4n12032g-rtl-so-dimm-204-pin-1742127/
246,Kingston Fury Renegade Black KF432C16RB/32 ,1,32,3200,16-19-19,"DIMM, 288-pin",DDR4 ,7490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kf432c16rb-32-rtl-pc4-25600-cl16-dim-1560191/
247,Patriot Signature Premium PSP416G266681H1 ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-patriot-psp416g266681h1-rtl-pc4-21300-cl17-di-1437304/
248,Kingston Fury Beast RGB KF436C18BBA/16 ,1,16,3600,18-22-22,"DIMM, 288-pin",DDR4 ,4390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c18bba-16-fury-beast-rgb-rtl-pc-1808890/
249,AMD R532G1601S1S-UO ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1110,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601s1s-uo-ddr3-2gb-1600-so-dimm-oem-896606/
250,Kingston Fury Beast Black KF432C16BBK2/64 ,2,32,3200,16-20-20,"DIMM, 288-pin",DDR4 ,14690,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf432c16bbk2-64-rtl-pc4-25600-cl16-1560192/
251,Patriot Steel Series PVS432G320C8S ,1,32,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,6490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pvs432g320c8s-steel-series-rtl-pc4-25-1780804/
252,Patriot Viper 4 Blackout PVB464G320C6K ,2,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,12990,https://www.citilink.ru/product/pamyat-ddr4-64gb-3200mhz-patriot-pvb464g320c6k-rtl-cl18-dimm-288-pin-1-1562204/
253,Corsair Vengeance RGB Pro SL CMH32GX4M2E3200C16 ,2,16,3200,?,"DIMM, 288-pin",DDR4 ,10990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-corsair-cmh32gx4m2e3200c16-rtl-gaming-pc4-2-1476618/
254,Patriot Viper Steel PVS416G440C9K ,2,8,4400,19-19-19-39,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g440c9k-ddr4-2x-8gb-4400-dimm-1149667/
255,Patriot PSD44G240081 ,1,4,2400,?,"DIMM, 288-pin",DDR4 ,1090,https://www.citilink.ru/product/modul-pamyati-patriot-psd44g240081-ddr4-4gb-2400-dimm-ret-427738/
256,Kingston Fury Beast KF552C40BBK2-64 ,2,32,5200,40-40-40,"DIMM, 288-pin",DDR5 ,20990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5200mhz-kingston-kf552c40bbk2-64-fury-beast-rtl-pc5-1769922/
257,Kingston Fury Beast KF556C40BB-32 ,1,32,5600,40-40-40,"DIMM, 288-pin",DDR5 ,11990,https://www.citilink.ru/product/pamyat-ddr5-32gb-5600mhz-kingston-kf556c40bb-32-fury-beast-rtl-pc5-448-1769933/
258,Kingston Fury Beast RGB KF432C16BBA/32 ,1,32,3200,16-20-20,"DIMM, 288-pin",DDR4 ,7390,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kf432c16bba-32-fury-beast-rgb-rtl-pc-1808888/
259,Kingston Fury Renegade Black KF426C13RB/8 ,1,8,2666,13-15-15,"DIMM, 288-pin",DDR4 ,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kingston-kf426c13rb-8-rtl-pc4-21300-cl13-dimm-1560755/
260,Patriot Viper Elite II PVE2416G360C0 ,1,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,3590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-patriot-pve2416g360c0-rtl-pc4-28800-cl20-dimm-1555009/
261,NETAC Basic NTBSD4N26SP-08 ,1,8,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-netac-ntbsd4n26sp-08-basic-oem-cl19-so-dimm-26-1740131/
262,Samsung M378A2G43AB3-CWE ,1,16,3200,?,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-samsung-m378a2g43ab3-cwe-oem-pc4-25600-cl16-2-1482931/
263,Patriot Viper Steel RGB PVSR416G360C0K ,2,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvsr416g360c0k-rtl-pc4-28800-cl20-di-1471150/
264,Crucial CT16G4SFRA266 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,4580,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-ct16g4sfra266-rtl-pc4-21300-cl19-so-d-1825004/
265,Patriot Viper Elite II PVE248G400C0 ,1,8,4000,20-26-26-46,"DIMM, 288-pin",DDR4 ,2390,https://www.citilink.ru/product/pamyat-ddr4-8gb-4000mhz-patriot-pve248g400c0-rtl-pc4-32000-cl20-dimm-2-1555014/
266,Patriot Viper Venom PVV516G520C36K ,2,8,5200,36-36-36-68,"DIMM, 288-pin",DDR5 ,6590,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-5200mhz-patriot-pvv516g520c36k-viper-venom-rtl-pc5-4-1780733/
267,Kingston Fury Renegade Black KF426C13RB1/16 ,1,16,2666,13-15-15,"DIMM, 288-pin",DDR4 ,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c13rb1-16-rtl-pc4-21300-cl13-di-1560758/
268,A-Data AD4S320032G22-BGN ,1,32,3200,?,"SO-DIMM, 260-pin",DDR4 ,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-a-data-ad4s320032g22-bgn-rtl-cl22-so-dimm-260-1726536/
269,Patriot Viper EliteII PVE2416G266C6 ,1,16,2666,16-17-17-36,"DIMM, 288-pin",DDR4 ,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-patriot-pve2416g266c6-viper-eliteii-rtl-pc4-2-1604412/
270,A-Data AD4S26664G19-BGN ,1,4,2666,?,"SO-DIMM, 260-pin",DDR4 ,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4s26664g19-bgn-rtl-pc4-21300-so-dimm-1731686/
271,A-Data AD5U480016G-S ,1,16,4800,?,"DIMM, 288-pin",DDR5 ,4390,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-a-data-ad5u480016g-s-rtl-pc4-25600-cl22-dimm-1839848/
272,AMD R538G1601S2SL-U ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,1190,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-amd-r538g1601s2sl-u-rtl-pc3-12800-cl11-so-dimm-1473469/
273,Kingston Fury Beast KF436C18BB/32 ,1,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,7990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bb-32-fury-beast-rtl-pc4-288-1808894/
274,KINGSPEC KS2666D4P12004G ,1,4,2666,?,"DIMM, 288-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-kingspec-ks2666d4p12004g-rtl-pc4-21300-cl19-lo-1742103/
275,Patriot Viper Steel PVS464G320C6K ,2,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,12990,https://www.citilink.ru/product/modul-pamyati-patriot-pvs464g320c6k-1483230/
276,Patriot Signature PSD416G32002 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psd416g32002-rtl-pc4-25600-cl22-288-p-1509242/
277,Kingston Fury Beast Black KF426C16BB/32 ,1,32,2666,16-18-18,"DIMM, 288-pin",DDR4 ,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-kingston-kf426c16bb-32-rtl-pc4-21300-cl16-dim-1560807/
278,Samsung M471A2K43EB1-CWE ,1,16,3200,?,"SO-DIMM, 260-pin",DDR4 ,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-samsung-m471a2k43eb1-cwe-oem-pc4-25600-cl22-s-1806625/
279,Patriot Viper Elite II PVE2432G320C8 ,1,32,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,7190,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pve2432g320c8-viper-elite-ii-rtl-pc4-1616713/
280,Crucial CT16G4SFS832A ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,4590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-crucial-ct16g4sfs832a-rtl-pc4-21300-cl22-so-d-1838190/
281,Patriot Steel Series PVS48G320C8S ,1,8,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-patriot-pvs48g320c8s-steel-series-rtl-pc4-2560-1780799/
282,Hikvision KED4162DAB1D0ZA1/16G ,1,16,2666,?,"SO-DIMM, 260-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-hikvision-hked4162dab1d0za1-16g-oem-pc4-21300-1848216/
283,Patriot Viper Venom PVV532G560C36K ,2,16,5600,36-36-36-68,"DIMM, 288-pin",DDR5 ,11990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-patriot-pvv532g560c36k-viper-venom-rtl-pc5-1780798/
284,Samsung M323R2GA3BB0-CQK ,1,16,4800,?,"DIMM, 288-pin",DDR5 ,4990,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-samsung-m323r2ga3bb0-cqk-rtl-pc5-38400-cl40-d-1775466/
285,A-Data AD4S32008G22-BGN ,1,8,3200,?,"SO-DIMM, 260-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-a-data-ad4s32008g22-bgn-rtl-cl22-so-dimm-260-p-1726525/
286,AMD Radeon R7 Performance Series R7416G2400U2S-U ,1,16,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-amd-r7416g2400u2s-u-radeon-r7-performance-ser-1667201/
287,AMD R538G1601S2S-UO ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1190,https://www.citilink.ru/product/modul-pamyati-amd-r538g1601s2s-uo-ddr3-8gb-1600-so-dimm-oem-766734/
288,Kingston Fury Beast KF548C38BBK2-64 ,2,32,4800,38-38-38,"DIMM, 288-pin",DDR5 ,19990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-4800mhz-kingston-kf548c38bbk2-64-fury-beast-rtl-pc5-1769921/
289,Patriot Signature PSD416G240081S ,1,16,2400,?,"SO-DIMM, 260-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-patriot-psd416g240081s-rtl-pc4-19200-cl17-so-1396306/
290,Kingston VALUERAM KVR32N22D8/32 ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4 ,7690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kvr32n22d8-32-rtl-pc4-25600-cl22-dim-1538455/
291,Kingston Fury Beast RGB KF436C18BBA/32 ,1,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,8290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bba-32-fury-beast-rgb-rtl-pc-1808895/
292,AMD Radeon R7 Performance Series R744G2400U1S-UO ,1,4,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,790,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2400u1s-uo-ddr4-4g-1007256/
293,AMD Radeon R7 Performance Series R744G2606S1S-UO ,1,4,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,750,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-amd-r744g2606s1s-uo-oem-pc4-22400-cl17-so-dimm-1517482/
294,Kingston VALUERAM KVR16LN11/8WP ,1,8,1600,11-11-11,"DIMM, 240-pin",DDR3L,3490,https://www.citilink.ru/product/pamyat-ddr3l-8gb-1600mhz-kingston-kvr16ln11-8wp-rtl-pc3-12800-cl11-dim-1538483/
295,AMD R9 R9432G3206U2S-U ,1,32,3200,?,"DIMM, 288-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-amd-r9432g3206u2s-u-r9-rtl-pc4-25600-cl16-dim-1886259/
296,AMD R534G1601S1S-UGO ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1490,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601s1s-ugo-ddr3-4gb-1600-so-dimm-oem-924896/
297,NETAC Basic NTBSD4N26SP-04 ,1,4,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-netac-ntbsd4n26sp-04-basic-oem-cl19-so-dimm-26-1740132/
298,Patriot Signature Premium PSP416G320081H1 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psp416g320081h1-signature-premium-rtl-1709173/
299,AMD Radeon R7 Performance Series R748G2606S2S-U ,1,8,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r748g2606s2s-u-radeon-r7-performance-serie-1874127/
300,KINGSPEC KS2666D4N12004G ,1,4,2666,?,"SO-DIMM, 260-pin",DDR4 ,890,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-kingspec-ks2666d4n12004g-rtl-pc3-12800-so-dimm-1742117/
301,Crucial CT32G4SFD832A ,1,32,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,7490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-s-ct32g4sfd832a-rtl-pc4-25600-cl22-so-1832822/
302,Kingston Fury Beast Black KF436C18BBK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,15590,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf436c18bbk2-64-rtl-pc4-25600-cl18-1560194/
303,Patriot Viper 4 Blackout PVB48G300C6K ,2,4,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,2490,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb48g300c6k-ddr4-2x-4gb-3000-d-1210873/
304,Silicon Power Xpower Turbine RGB SP032GXLZU360BDB ,2,16,3600,?,"DIMM, 260-pin",DDR4 ,8490,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-silicon-power-sp032gxlzu360bdb-rtl-pc4-2880-1875191/
305,Corsair Vengeance RGB Pro CMW16GX4M2D3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,6790,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmw16gx4m2d3600c18-vengeance-rgb-pro-1812090/
306,A-Data Premier AD4U26664G19-RGN ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1290,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4u26664g19-rgn-rtl-pc4-25600-cl19-dim-1839867/
307,Kingston VALUERAM KVR32S22S8/8 ,1,8,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kvr32s22s8-8-rtl-pc4-25600-cl22-dimm-1538520/
308,NETAC Basic NTBSD4P26SP-04 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-netac-ntbsd4p26sp-04-basic-rtl-cl19-dimm-288-p-1740125/
309,KIMTIGO KMTU4G8581600 ,1,4,1600,?,"DIMM, 240-pin",DDR3 ,990,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kimtigo-kmtu4g8581600-rtl-pc4-21300-cl19-dimm-1830427/
310,Patriot Signature PSD44G213381 ,1,4,2133,?,"DIMM, 288-pin",DDR4 ,990,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd44g213381-ddr4-4gb-2133-dimm-ret-427790/
311,A-Data Premier AD4U320032G22-SGN ,1,32,3200,?,"DIMM, 288-pin",DDR4 ,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-a-data-ad4u320032g22-sgn-rtl-dimm-1702427/
312,Patriot Viper 4 Blackout PVB48G320C6K ,2,4,3200,16-18-18-36,"DIMM, 288-pin",DDR4 ,2590,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb48g320c6k-ddr4-2x-4gb-3200-d-1210870/
313,Digma DGMAD42666004S ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-digma-dgmad42666004s-rtl-pc4-21300-cl19-dimm-2-1784263/
314,Silicon Power Xpower Turbine SP032GXLZU360BDA ,2,16,3600,?,"DIMM, 288-pin",DDR4 ,7990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-silicon-power-sp032gxlzu360bda-rtl-pc4-2880-1875179/
315,Digma DGMAS42666004S ,1,4,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-digma-dgmas42666004s-rtl-pc4-21300-cl19-so-dim-1784260/
316,Corsair Vengeance RGB CMH32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,14990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmh32gx5m2b5200c40-vengeance-rgb-rt-1885798/
317,Patriot Viper Steel PVS416G300C6 ,1,16,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,3390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g300c6-ddr4-16gb-3000-dimm-ret-1175239/
318,Patriot Viper Steel PVS432G360C8 ,1,32,3600,18-20-20-40,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pvs432g360c8-rtl-pc4-28800-cl16-dimm-1380684/
319,Patriot Signature PSD34G1600L81 ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,950,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd34g1600l81-ddr3l-4gb-1600-dimm-ret-1211094/
320,Patriot Viper Steel PVS432G266C8S ,1,32,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-patriot-pvs432g266c8s-viper-steel-rtl-pc4-213-1604469/
321,Kingston Fury Beast Black KF437C19BB1/16 ,1,16,3733,19-23-23,"DIMM, 288-pin",DDR4 ,4190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3733mhz-kingston-kf437c19bb1-16-rtl-cl19-dimm-288-pin-1560174/
322,Kingston Fury Beast Black KF316C10BB/4 ,1,4,1600,10-10-10,"DIMM, 240-pin",DDR3 ,2090,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kingston-kf316c10bb-4-rtl-pc3-12800-cl10-dimm-1560757/
323,Patriot Viper Steel PVS48G266C8S ,1,8,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4 ,1990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g266c8s-ddr4-8gb-2666-so-dimm-r-1207796/
324,Kingston Fury Beast KF556C40BBK2-64 ,2,32,5600,40-40-40,"DIMM, 288-pin",DDR5 ,21990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-kingston-kf556c40bbk2-64-fury-beast-rtl-pc5-1769925/
325,Patriot Signature Premium PSP416G32002H1 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psp416g32002h1-signature-premium-rtl-1779938/
326,NETAC Basic NTBSD4P32SP-16J ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntbsd4p32sp-16j-basic-rtl-pc4-25600-cl2-1778512/
